test_id,test,expected,observed,status,detail
DS1b,"every Elo before-rating follows from earlier matches alone, under Phase 2's declared season-transition policy",< 1e-9,0.000e+00,PASS,"3800 before-ratings checked against continuing / promoted / returning-after-absence, the three cases of Phase 1's transition table. A before-rating that is a pure function of the team's own earlier matches cannot carry information from later ones"
DS1c,each match's DC fitting window is exactly the count of matches strictly earlier in date,0,0,PASS,"an off-by-one here would put same-day matches into their own fitting window, which is the classic form of this leak"
DS2,no outer-test row appears in any outer or inner training set,0,0,PASS,"checked across every rung, every outer fold and every inner fold"
DS2b,the fitted scaler reproduces exactly from the training rows alone,0.0,0.000e+00,PASS,"recomputed independently of the pipeline, from the training rows only; a test row leaking into the scaler would move this"
G10,no column takes the zero-scale guard while actually varying,0,0,PASS,"the guard means 'this column is constant, so do not scale it'. Where the column is NOT constant the guard leaves it in raw units inside a penalised fit. Offenders: none"
G10-scope,what G10 was evaluated over in THIS instrument,,"D2_rescaled, D3, D4 - offenders: 0",INFO,"the STANDING G10 FAILURE IS ON D2-STATIC AND IS UNCHANGED. D2-static is not run here, so it cannot appear in this row. G10 stays failing at the project level until D2-static is rebuilt on the restricted training set - see PHASE4_AMENDMENT6_D2STATIC.txt"
DS3a,design widths match Amendment 3's table A3.2,"{'D1': 88, 'D2': 92, 'D3': 112, 'D4': 139}","{'D1': 88, 'D2': 92, 'D3': 112, 'D4': 139}",PASS,"D3 and D4 are NOT fitted in this session; their widths are computed from the frozen feature file, which is what DS3's nesting claim needs and is not a fit"
DS3b,strict nesting D1 < D2 < D3 < D4,strictly increasing,"[88, 92, 112, 139]",PASS,the ladder is nested by construction - each rung is the previous column set plus its own
DS3c,D2's columns are D1's columns plus exactly the four dynamic-state columns,92,92,PASS,"checked on the built matrices, not on the feature lists"
DS3e,the FITTED D3 and D4 design widths are the declared 112 and 139,"112, 139","112, 139",PASS,"DS3a computes these from the frozen feature file without fitting. This asserts the matrices that were actually fitted, which is a different claim and the one the reported numbers rest on"
DS3f,"D3 adds only C_context columns to D2, and D4 adds only X_prior_composite and X_availability to D3",0 foreign columns,0 foreign,PASS,"nesting checked by BLOCK MEMBERSHIP of every added design column, not by counting. X_metadata's four columns must not appear and this is what would catch them"
DS3g,X_metadata enters no rung,0,0,PASS,"section 3 excludes X_metadata's four columns from D4. Two of them are categorical and would expand to several indicator levels, so their absence is asserted on the built designs rather than on the feature list: none"
DS4a,corrupting 2025-2026's features moves no selected lambda,0,0,PASS,"D4, all four folds re-selected on the corrupted matrix"
DS4b,corrupting 2025-2026's features moves no OTHER fold's predictions,0.0,0.000e+00,PASS,"2025-2026 is the only season that is a test season and never a training season, so this assertion is not true by construction"
DS4c,CONTROL: its own fold's predictions DO move,> 0,9.432e-01,PASS,without this the two checks above would pass on a corruption that never landed
DS5,corrupting 2025-2026's labels moves no selected lambda,0,0,PASS,labels of an outer-test season enter scoring and nothing else; if they reached the inner CV this would move
DS6,D0 reproduces Phase 2's frozen base rate on all six metrics and all three class rates,< 1e-9,0.000e+00,PASS,"all four folds; D0 is Phase 2's baseline re-derived, so any divergence would mean the fold structure had moved under it"
DS7a,every Block C and Block X column in the D3 and D4 designs is byte-identical to a FRESH read of the frozen feature file,0,0,PASS,"67 design columns compared across the two rungs, exact equality NaN-for-NaN, against outputs/phase3_features.csv re-read from disk and re-joined - not against the in-memory frame the design was built from. Offenders: none"
DS7b,"the frozen feature file agrees with the inventory the feature builder wrote beside it, on every C and X column",0,0,PASS,"302 recorded statistics checked over 39 columns. The inventory is an INDEPENDENT description of the same bytes, so this is the check that would catch a regenerated feature file - which comparing the file against itself never could. Drifted: none"
DS7c,the feature file and its inventory are under the frozen manifest,2,2,PASS,"DS7's declared wording is 'byte-identical to the FROZEN Phase 3 artefacts'. Neither file was in the manifest before this session, so the word 'frozen' was unbacked and the ladder module's own note that 'DS10 verifies the file's hash' was false. Listed now, so DS10 carries them and DS7a compares against something that cannot move silently. Present: outputs/phase3_features.csv, outputs/phase3_feature_inventory.csv"
DS8a,a second full run of every fitted rung reproduces every probability bit-for-bit,0.0,0.000e+00,PASS,"Newton from a zero start on a strictly convex objective, and a seeded bootstrap; nothing here should have a source of variation"
DS8b,and selects the same lambda at every fold,0,0,PASS,the selection is a deterministic minimum with a declared tie-break
DS9,every rung's pooled and per-fold output passes the harness's validate_probabilities,0,0,PASS,"15 probability arrays checked. The harness raises rather than repairing, so a renormalised break cannot pass silently"
DS10,frozen_manifest.py --verify: no frozen artefact moved hash,0,0,PASS,  PASS - every frozen artefact matches the manifest.
DS11,extracted DC state through Phase 2's own outcome_probabilities() reproduces dc_walkforward,< 1e-9,1.110e-16,PASS,1520 test rows; extracted 0.9903635065 against Phase 2's four-fold mean 0.9903635065. The state D2 is built from is the state DC scored
DS12,every inner split has max(train date) STRICTLY < min(validation date),0,0,PASS,"48 inner splits across every fitted rung and fold; the tightest gap is 1 day(s). This is the constraint that forced the calendar date to replace the (season, matchweek) block"
